Date,Open,High,Low,Close,Adj Close,Volume,Day
2022-02-14,122.230003,124.650002,121.900002,122.540001,118.941483,987700,0
2022-02-15,125.269997,128.970001,124.809998,128.759995,124.978821,1094600,1
2022-02-16,128.350006,131.289993,127.839996,130.039993,126.221245,926700,2
2022-02-17,128.889999,131.009995,126.470001,126.699997,122.979309,1418600,3
2022-02-18,127.080002,129.399994,125.720001,126.580002,122.862846,923600,4
2022-02-22,126.110001,135.990005,125.400002,129.630005,125.823273,4037800,5
2022-02-23,130.699997,132.139999,128.199997,129.100006,125.308846,1396600,6
2022-02-24,125.160004,129.330002,124.82,128.929993,125.143829,1397200,7
2022-02-25,129.529999,134.669998,128.899994,134.110001,130.171722,1097300,8
2022-02-28,131.330002,132.970001,129.380005,132.039993,128.162491,1109000,9
2022-03-01,131.229996,132.399994,123.519997,124.699997,121.038048,1261000,10
2022-03-02,124.860001,129.830002,124.510002,128.470001,124.697334,903000,11
2022-03-03,128.610001,128.880005,123.260002,124.57,120.911873,1197100,12
2022-03-04,122.419998,122.82,114.510002,116.050003,112.642067,1562100,13
2022-03-07,114.300003,114.68,101.5,101.860001,98.868782,2636800,14
2022-03-08,102.589996,106.870003,100.440002,101.010002,98.043739,1985500,15
2022-03-09,106.470001,109.470001,105.400002,108.639999,105.449669,1481900,16
2022-03-10,105.739998,112.209999,105.739998,109.120003,105.915581,1288400,17
2022-03-11,110,110.459999,107.25,107.540001,104.381973,835400,18
2022-03-14,108.559998,110.330002,106.559998,107.589996,104.430504,1193700,19
2022-03-15,108.559998,110.199997,105.040001,108.019997,104.847878,1142700,20
2022-03-16,110.940002,117.5,110,114,110.652267,1055100,21
2022-03-17,116.099998,119.330002,114.720001,119.220001,115.718979,1184400,22
2022-03-18,117.980003,121.720001,116.830002,121.400002,117.834953,1298200,23
2022-03-21,121.529999,122.019997,117.519997,118.5,115.020126,707600,24
2022-03-22,120.18,120.970001,115.910004,117.279999,113.835953,716500,25
2022-03-23,116.400002,117.160004,115.370003,116.370003,112.952667,518700,26
2022-03-24,117.239998,117.910004,116.269997,117.580002,114.127144,532600,27
2022-03-25,118.370003,118.529999,116.220001,117.440002,113.991249,508200,28
2022-03-28,116.980003,119.459999,114.849998,119.110001,115.612206,1065800,29
2022-03-29,122.07,125.260002,121.889999,122.629997,119.028839,965200,30
2022-03-30,122.089996,122.410004,118.769997,119.720001,116.2043,754200,31
2022-03-31,117.980003,118.889999,113.18,113.440002,110.745132,883900,32
2022-04-01,114.620003,114.620003,110.800003,112,109.339348,706600,33
2022-04-04,111.580002,115.629997,110.709999,115.07,112.336403,740900,34
2022-04-05,111.160004,113.330002,110.239998,110.629997,108.001884,920400,35
2022-04-06,109.470001,109.529999,104.720001,105.910004,103.394012,960500,36
2022-04-07,105.93,106.32,101.050003,104.809998,102.320145,1312100,37
2022-04-08,104.349998,107.32,101.940002,105.610001,103.101143,938400,38
2022-04-11,104.82,109.989998,104.349998,105.040001,102.544685,1451300,39
2022-04-12,106.25,108.519997,105.5,105.82,103.306145,619100,40
2022-04-13,105.959999,108.660004,105.959999,107.660004,105.102448,557500,41
2022-04-14,108.139999,110.010002,107.669998,108.519997,105.942009,597900,42
2022-04-18,108.410004,109.290001,106.339996,108.699997,106.117729,555400,43
2022-04-19,109.379997,113.339996,109.379997,112.809998,110.130096,718300,44
2022-04-20,114,116.199997,113.089996,115.379997,112.639046,768700,45
2022-04-21,117.610001,118.540001,113.510002,114.239998,111.526123,704900,46
2022-04-22,112.910004,113.400002,108.769997,109.25,106.654671,909500,47
2022-04-25,108.139999,108.739998,104.379997,108.43,105.854149,1542100,48
2022-04-26,107.269997,107.839996,102.900002,104.32,101.841789,1002600,49
2022-04-27,103.800003,105.599998,103.32,103.389999,100.933884,1103700,50
2022-04-28,104.739998,107.099998,103.209999,106.760002,104.223824,951600,51
2022-04-29,106.190002,108.040001,104.019997,104.339996,101.861305,801800,52
2022-05-02,105,106.910004,103.629997,106.699997,104.165245,930300,53
2022-05-03,107.129997,107.889999,104.07,105.809998,103.296387,870600,54
2022-05-04,106.239998,107.639999,103.089996,107.580002,105.024345,847500,55
2022-05-05,105.809998,105.809998,98.879997,100.209999,97.82943,1085200,56
2022-05-06,98.739998,101.160004,95.779999,98.540001,96.199089,1439600,57
2022-05-09,96.540001,99.639999,94.089996,94.879997,92.626038,1031200,58
2022-05-10,96.300003,96.489998,92.75,95.050003,92.792007,1571100,59
2022-05-11,95.610001,96.050003,92.120003,92.370003,90.175674,1286800,60
2022-05-12,91.800003,96.419998,91.540001,95.459999,93.192261,1359000,61
2022-05-13,96.839996,100.889999,96.290001,99.93,97.556076,705900,62
2022-05-16,99.32,100.550003,97.57,98.300003,95.964806,687700,63
2022-05-17,101.82,103.239998,98.629997,102,99.576897,723500,64
2022-05-18,97.57,97.949997,94.43,95.290001,93.026306,1184300,65
2022-05-19,93.709999,94.620003,91.419998,92.089996,89.902313,1286600,66
2022-05-20,93.690002,93.75,90.169998,93.239998,91.024994,1387200,67
2022-05-23,92.660004,94.410004,88.059998,90.949997,88.789398,2187600,68
2022-05-24,90.059998,93.910004,86.550003,91.139999,88.974892,2881300,69
2022-05-25,89.839996,97.029999,89.57,93.690002,91.46431,1777400,70
2022-05-26,95.949997,100.25,95.349998,98.410004,96.072189,1103500,71
2022-05-27,98.059998,100.150002,97.699997,98.870003,96.521263,1193600,72
2022-05-31,98.790001,101.870003,97.059998,101.089996,98.688522,1608200,73
2022-06-01,102.220001,103.349998,99.849998,101.190002,98.786148,1178100,74
2022-06-02,102.290001,104.150002,101.120003,104.099998,101.627007,1005000,75
2022-06-03,102.75,106.07,102.019997,105.190002,102.691116,1054700,76
2022-06-06,105.839996,105.949997,104.370003,105.830002,103.315918,835700,77
2022-06-07,104,107.110001,104,106.529999,103.999283,974200,78
2022-06-08,105.18,106.220001,104.139999,104.440002,101.958939,1083200,79
2022-06-09,103.809998,104.43,102.660004,103.18,100.728874,1339100,80
2022-06-10,100.519997,102.389999,99.68,99.790001,97.419403,1763500,81
2022-06-13,95.93,96.809998,93.150002,94.389999,92.14769,1169100,82
2022-06-14,95.07,96.169998,94.040001,94.57,92.32341,654700,83
2022-06-15,95.650002,97.040001,94,95.870003,93.592529,627500,84
2022-06-16,92.230003,92.360001,86.540001,87.139999,85.069916,1158900,85
2022-06-17,87.029999,90.470001,86.720001,89.709999,87.578865,1807800,86
2022-06-21,92.410004,93.029999,89.730003,92.160004,89.970665,1457900,87
2022-06-22,90.339996,93.529999,90.339996,92.269997,90.078041,1176500,88
2022-06-23,93.040001,94.040001,92.099998,93.330002,91.112869,798200,89
2022-06-24,94.360001,96.57,93.529999,96.349998,94.061119,943300,90
2022-06-27,96.940002,96.940002,93.82,94.190002,91.952438,749200,91
2022-06-28,95.769997,97.389999,92.940002,93.07,90.859047,672100,92
2022-06-29,92.699997,92.699997,90.190002,91.529999,89.355629,914100,93
2022-06-30,89.150002,90.150002,88.089996,89.650002,88.243355,1502700,94
2022-07-01,89.550003,91.139999,88.5,90.699997,89.276878,748600,95
2022-07-05,89.360001,90.839996,88.419998,90.75,89.326096,866100,96
2022-07-06,90.449997,91.870003,88.769997,90.040001,88.627235,956900,97
2022-07-07,91.330002,93.239998,90.559998,93.139999,91.678596,787900,98
2022-07-08,93.300003,93.870003,90.93,93.199997,91.737648,421700,99
2022-07-11,91.720001,92.93,90.459999,91.800003,90.359627,487500,100
2022-07-12,91.400002,94.620003,91.400002,93.279999,91.816399,856100,101
2022-07-13,91.919998,94.190002,91.029999,93.940002,92.466049,643800,102
2022-07-14,92.330002,93.339996,91.970001,92.589996,91.137222,766800,103
2022-07-15,93.650002,94.410004,91.730003,93.010002,91.550636,771600,104
2022-07-18,94.290001,95.300003,92.080002,92.230003,90.782875,769800,105
2022-07-19,93.940002,97.589996,93.5,97.040001,95.517403,933200,106
2022-07-20,96.849998,98.459999,95.860001,98.169998,96.629669,752400,107
2022-07-21,96.389999,98.400002,95.949997,98.220001,96.678886,590300,108
2022-07-22,98.709999,99.589996,96.580002,96.940002,95.418976,715600,109
2022-07-25,97.790001,97.790001,95.940002,96.779999,95.261482,600300,110
2022-07-26,93.550003,94.410004,90.559998,90.629997,89.20797,1140200,111
2022-07-27,91.779999,95.379997,91.050003,95.239998,93.745644,810900,112
2022-07-28,95.519997,97.519997,94.540001,97.339996,95.812691,486400,113
2022-07-29,97.699997,98.860001,95.779999,98.629997,97.082451,592800,114
2022-08-01,97.889999,99.339996,96.809998,97.940002,96.403282,797000,115
2022-08-02,96.800003,96.839996,94.940002,94.970001,93.479881,586800,116
2022-08-03,96.120003,99.300003,96.120003,98.360001,96.816689,907400,117
2022-08-04,98.050003,99.239998,97.519997,98.730003,97.180893,566500,118
2022-08-05,97.580002,100.550003,97.099998,100.220001,98.647514,907800,119
2022-08-08,101.040001,103.82,100.860001,101.160004,99.572762,1362800,120
2022-08-09,101.309998,102.639999,93.650002,96.769997,95.25164,1942700,121
2022-08-10,98.989998,99.489998,95.089996,95.519997,94.021248,1416700,122
2022-08-11,96.839996,102.410004,96.410004,99.120003,97.564774,1409600,123
2022-08-12,99.57,99.980003,97.900002,98.839996,97.289154,680400,124
2022-08-15,97.650002,98.660004,96.660004,98.470001,96.924965,769400,125
2022-08-16,97.769997,101.059998,97.769997,100.860001,99.277466,1136300,126
2022-08-17,98.940002,99.010002,96.839996,98.120003,96.58046,1130000,127
2022-08-18,97.349998,99.239998,95.860001,99.209999,97.653351,753200,128
2022-08-19,98.739998,98.739998,96.459999,98.059998,96.5214,801900,129
2022-08-22,95.830002,96.120003,94.419998,95.150002,93.657059,1201900,130
2022-08-23,95.580002,98.370003,95.110001,95.269997,93.775177,701300,131
2022-08-24,95.150002,95.709999,94.129997,95.080002,93.588158,1019200,132
2022-08-25,95.150002,98.330002,95.040001,98.25,96.70842,1063200,133
2022-08-26,99,99.910004,94.089996,94.099998,92.623528,981000,134
2022-08-29,92.970001,95,92.410004,93.129997,91.668755,798200,135
2022-08-30,94.029999,95.239998,92.989998,94.449997,92.968033,834600,136
2022-08-31,94.75,94.75,90.839996,91.330002,89.896996,1374700,137
2022-09-01,91.230003,91.629997,88.779999,90.050003,88.637085,1476400,138
2022-09-02,91.279999,91.830002,89.209999,90.010002,88.59771,1061100,139
2022-09-06,90.720001,91.129997,87.400002,89.5,88.095711,1086100,140
2022-09-07,89.419998,92.839996,89.389999,92.440002,90.989586,1084500,141
2022-09-08,91.510002,94.519997,90.019997,94.220001,92.741653,1173300,142
2022-09-09,95.290001,97.120003,95.290001,96.540001,95.025253,962800,143
2022-09-12,97.720001,99.949997,97.440002,99.169998,97.613976,972100,144
2022-09-13,96.019997,97.010002,93.529999,94.099998,92.623528,687500,145
2022-09-14,94.489998,94.660004,92.449997,93.800003,92.328247,660000,146
2022-09-15,93.730003,96.32,92.470001,93.080002,91.619537,1438400,147
2022-09-16,91.879997,93.989998,91.589996,93.489998,92.023102,1778300,148
2022-09-19,94.629997,96.389999,92.75,96.269997,94.759483,1229200,149
2022-09-20,95.800003,98.669998,93.709999,94.209999,92.731812,1541900,150
2022-09-21,95.160004,96.089996,92.290001,92.309998,90.86161,995600,151
2022-09-22,92.220001,92.220001,88.309998,88.389999,87.003128,988400,152
2022-09-23,86.790001,87.440002,83.599998,85.43,84.089569,1309100,153
2022-09-26,85.300003,86.230003,83.919998,83.959999,82.642632,747300,154
2022-09-27,85.449997,86.550003,84.07,85.519997,84.178154,1156200,155
2022-09-28,86.050003,89.510002,86.050003,88.989998,87.593712,1152000,156
2022-09-29,86.809998,88.510002,85.5,87.269997,86.630814,1372600,157
2022-09-30,85.239998,87.389999,82.230003,84.93,84.307953,1357500,158
2022-10-03,86.25,87.669998,84.050003,86.860001,86.223816,960500,159
2022-10-04,89.279999,91.75,88.889999,91.75,91.078003,1007000,160
2022-10-05,90.459999,94.470001,89.809998,94.019997,93.331375,1142700,161
2022-10-06,93.529999,94.690002,92.93,93.529999,92.844963,742700,162
2022-10-07,92.32,92.32,89.809998,90.760002,90.095253,831000,163
2022-10-10,91.260002,91.610001,86.980003,88.639999,87.990784,1285200,164
2022-10-11,88.440002,91.529999,87.849998,90.559998,89.896713,1183800,165
2022-10-12,90.809998,93.260002,89.970001,92.519997,91.842361,958700,166
2022-10-13,90.339996,95.5,88.300003,94.120003,93.430649,1301400,167
2022-10-14,94.989998,95.519997,91.75,92.540001,91.862221,799600,168
2022-10-17,94.010002,95.309998,93.480003,94.940002,94.244644,683400,169
2022-10-18,97.099998,97.760002,93.790001,94.440002,93.748306,814300,170
2022-10-19,93.739998,94.510002,91.300003,91.779999,91.10778,718800,171
2022-10-20,92.07,94.489998,89.419998,89.699997,89.043015,831300,172
2022-10-21,89.489998,91.480003,88.68,90.709999,90.045616,1223400,173
2022-10-24,90.760002,91.160004,88.5,89.160004,88.506973,886400,174
2022-10-25,89.139999,94.199997,89.139999,93.809998,93.12291,968900,175
2022-10-26,93.43,96.669998,92.849998,93.519997,92.835037,752600,176
2022-10-27,94.25,94.980003,91.599998,91.82,91.147491,443100,177
2022-10-28,91.470001,93.75,90.07,93.279999,92.596794,526800,178
2022-10-31,92.290001,93.349998,91.419998,92.690002,92.011124,923900,179
2022-11-01,95.019997,95.769997,92.209999,93.510002,92.825111,659900,180
2022-11-02,92.910004,93.449997,90.199997,90.300003,89.638626,900000,181
2022-11-03,89.379997,91.940002,88.68,90.699997,90.03569,728900,182
2022-11-04,92.300003,96.269997,92.300003,95.059998,94.363754,882400,183
2022-11-07,95.510002,95.559998,91.769997,94.57,93.87735,992800,184
2022-11-08,95.559998,97.339996,93.660004,95.150002,94.453102,860800,185
2022-11-09,95.07,95.199997,90.089996,90.239998,89.579063,1166400,186
2022-11-10,94.370003,97.580002,93.129997,95.449997,94.7509,1838000,187
2022-11-11,96.32,105.980003,96.32,104.379997,103.615494,2300000,188
2022-11-14,102.639999,103.400002,101.18,101.339996,100.597763,858800,189
2022-11-15,103.730003,104.580002,101.5,103.870003,103.109238,957800,190
2022-11-16,101.790001,101.790001,99.410004,100.120003,99.386703,933200,191
2022-11-17,98.349998,102.139999,97.419998,102.07,101.322418,728300,192
2022-11-18,103.940002,104.360001,100.919998,102.870003,102.116562,586100,193
2022-11-21,101.779999,102.400002,100.349998,101.169998,100.429008,508900,194
2022-11-22,102.389999,106.370003,102.349998,106.220001,105.442024,917300,195
2022-11-23,105.510002,107.190002,104.879997,107.099998,106.315575,598400,196
2022-11-25,107.269997,110.330002,107.260002,109.470001,108.668221,759900,197
2022-11-28,108.440002,109.43,107.5,107.949997,107.159348,1020900,198
2022-11-29,109.239998,113.470001,108.900002,112.660004,111.834854,1284600,199
2022-11-30,113.32,113.370003,111.410004,113.120003,112.291489,1530700,200
2022-12-01,113.68,115.18,112.550003,113.879997,113.045914,950700,201
2022-12-02,113,116.120003,112.540001,115.559998,114.713608,888300,202
2022-12-05,113.389999,113.739998,109.790001,111.010002,110.196938,1219100,203
2022-12-06,111.860001,112.449997,109.540001,110.82,110.008331,1198000,204
2022-12-07,110.459999,111.970001,109.099998,109.779999,108.975945,565200,205
2022-12-08,111.190002,113.099998,110.610001,112.129997,111.308731,733200,206
2022-12-09,111.059998,111.120003,107.370003,107.510002,106.722572,782100,207
2022-12-12,108.160004,111.370003,107.239998,111.220001,110.405403,877000,208
2022-12-13,115,115.330002,109.599998,111.160004,110.34584,906100,209
2022-12-14,110.989998,111.809998,108.970001,110.470001,109.660896,758800,210
2022-12-15,108.07,108.279999,105.970001,106.57,105.789459,875100,211
2022-12-16,104.610001,106.089996,103.449997,105.18,104.409637,2181900,212
2022-12-19,105.629997,105.709999,102.529999,103.019997,102.265457,959000,213
2022-12-20,102.75,103.669998,100.82,101.650002,100.905495,886300,214
2022-12-21,103.889999,104.709999,102.599998,103.330002,102.573189,769900,215
2022-12-22,102.300003,103.870003,101.949997,103.760002,103.000038,497600,216
2022-12-23,103.68,104.769997,103.07,104.360001,103.595642,487800,217
2022-12-27,104.93,105.889999,103.650002,104.239998,103.476524,435000,218
2022-12-28,104.07,105.099998,101.190002,102.400002,101.650002,758300,219
2022-12-29,102.57,104.959999,102.269997,104.68,104.68,442500,220
2022-12-30,103.220001,105.860001,103.220001,105.669998,105.669998,433100,221
2023-01-03,107.489998,110.110001,106.870003,109.110001,109.110001,1150200,222
2023-01-04,110.410004,114.269997,110.010002,113.160004,113.160004,1085300,223
2023-01-05,112.510002,115.32,111.690002,114.459999,114.459999,854700,224
2023-01-06,115.370003,116.330002,114.5,115.970001,115.970001,534300,225
2023-01-09,115.989998,116.300003,114.230003,114.379997,114.379997,759400,226
2023-01-10,113.389999,114.82,113.139999,114.080002,114.080002,637200,227
2023-01-11,114.629997,117.790001,114.300003,116.220001,116.220001,823500,228
2023-01-12,116.870003,119.480003,116.690002,119.43,119.43,1159500,229
2023-01-13,118,119.82,117.309998,118.809998,118.809998,618000,230
2023-01-17,118.459999,119.739998,118.190002,119.269997,119.269997,693100,231
2023-01-18,119.75,121.449997,118.82,118.919998,118.919998,651700,232
2023-01-19,117.760002,118.029999,115.470001,117.339996,117.339996,610200,233
2023-01-20,119.709999,121.879997,118.360001,121.050003,121.050003,859100,234
2023-01-23,120.639999,127.309998,120.260002,126.870003,126.870003,1392800,235
2023-01-24,125.800003,127.43,124.550003,126.300003,126.300003,619200,236
2023-01-25,125.019997,125.389999,122.540001,123.980003,123.980003,785900,237
2023-01-26,125.260002,125.769997,122.209999,124.209999,124.209999,889600,238
2023-01-27,119.900002,123.25,118.330002,122.82,122.82,1285100,239
2023-01-30,121.489998,123.800003,121.449997,121.860001,121.860001,1004100,240
2023-01-31,122.349998,124.07,121.589996,123.849998,123.849998,978100,241
2023-02-01,123.959999,128.059998,123.360001,127.730003,127.730003,1160400,242
2023-02-02,127.669998,128.940002,125.589996,126.900002,126.900002,1087600,243
2023-02-03,124.699997,128.589996,123.199997,125.889999,125.889999,881000,244
2023-02-06,124.720001,124.739998,120.720001,120.970001,120.970001,1297500,245
2023-02-07,120.209999,122.519997,119.400002,122.300003,122.300003,929800,246
2023-02-08,114.75,118.25,113.669998,117.080002,117.080002,2929500,247
2023-02-09,120.019997,123.309998,116.769997,117.620003,117.620003,2474200,248
2023-02-10,117.110001,118.730003,115.150002,118.209999,118.209999,1382000,249
2023-02-13,120.169998,123.589996,118.82,122.275002,122.275002,896953,250